ID,ParentID,Name,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Label,Edge_Weight
677,336,PurchasePart_677,S678,2022-01-30,941,39.54,9,Purchase_Parts,25
S678,677,Supplier_S678,+1-555-986-1932,China,,,,Suppliers,78
679,159,PurchasePart_679,S680,2022-08-26,903,47.15,18,Purchase_Parts,77
S680,679,Supplier_S680,+1-555-278-4334,China,,,,Suppliers,56
681,214,PurchasePart_681,S682,2023-11-06,805,12.96,1,Purchase_Parts,45
S682,681,Supplier_S682,+1-555-555-6269,UK,,,,Suppliers,44
683,564,PurchasePart_683,S684,2022-01-06,452,34.24,11,Purchase_Parts,64
S684,683,Supplier_S684,+1-555-363-3636,Japan,,,,Suppliers,34
685,511,PurchasePart_685,S686,2020-04-10,345,46.43,2,Purchase_Parts,35
S686,685,Supplier_S686,+1-555-313-5954,USA,,,,Suppliers,42
687,458,PurchasePart_687,S688,2020-05-16,535,38.38,19,Purchase_Parts,61
S688,687,Supplier_S688,+1-555-155-1744,Japan,,,,Suppliers,65
689,511,PurchasePart_689,S690,2023-03-20,979,26.62,19,Purchase_Parts,76
S690,689,Supplier_S690,+1-555-707-5003,Japan,,,,Suppliers,78
691,199,PurchasePart_691,S692,2023-02-01,925,14.92,30,Purchase_Parts,80
S692,691,Supplier_S692,+1-555-759-8529,USA,,,,Suppliers,85
693,616,PurchasePart_693,S694,2021-07-30,300,29.76,28,Purchase_Parts,74
S694,693,Supplier_S694,+1-555-727-5022,Japan,,,,Suppliers,11
695,214,PurchasePart_695,S696,2023-11-01,612,37.32,19,Purchase_Parts,14
S696,695,Supplier_S696,+1-555-907-4035,USA,,,,Suppliers,49
697,477,PurchasePart_697,S698,2022-09-04,840,24.23,23,Purchase_Parts,95
S698,697,Supplier_S698,+1-555-684-1364,UK,,,,Suppliers,34
699,336,PurchasePart_699,S700,2020-07-09,828,10.44,24,Purchase_Parts,26
S700,699,Supplier_S700,+1-555-472-7311,UK,,,,Suppliers,56
701,616,PurchasePart_701,S702,2020-06-24,784,30.6,24,Purchase_Parts,85
S702,701,Supplier_S702,+1-555-663-6499,UK,,,,Suppliers,84
703,616,PurchasePart_703,S704,2021-07-23,771,11.35,9,Purchase_Parts,20
S704,703,Supplier_S704,+1-555-729-8080,Germany,,,,Suppliers,71
705,415,PurchasePart_705,S706,2021-09-08,834,17.2,6,Purchase_Parts,16
S706,705,Supplier_S706,+1-555-977-2850,UK,,,,Suppliers,14
707,424,PurchasePart_707,S708,2022-04-24,998,15.12,29,Purchase_Parts,38
S708,707,Supplier_S708,+1-555-360-9126,Germany,,,,Suppliers,97
709,564,PurchasePart_709,S710,2020-08-06,805,44.72,5,Purchase_Parts,68
S710,709,Supplier_S710,+1-555-946-4318,UK,,,,Suppliers,28
711,619,PurchasePart_711,S712,2022-08-18,833,10.06,28,Purchase_Parts,55
S712,711,Supplier_S712,+1-555-682-7790,Germany,,,,Suppliers,96
713,431,PurchasePart_713,S714,2022-05-10,480,19.31,25,Purchase_Parts,32
S714,713,Supplier_S714,+1-555-665-9267,China,,,,Suppliers,31
715,545,PurchasePart_715,S716,2023-08-12,760,46.54,21,Purchase_Parts,55
S716,715,Supplier_S716,+1-555-974-4326,China,,,,Suppliers,41
717,336,PurchasePart_717,S718,2022-12-11,286,28.89,25,Purchase_Parts,78
S718,717,Supplier_S718,+1-555-454-4416,UK,,,,Suppliers,25
719,377,PurchasePart_719,S720,2023-05-04,328,23.15,18,Purchase_Parts,88
S720,719,Supplier_S720,+1-555-676-6664,Japan,,,,Suppliers,18
721,377,PurchasePart_721,S722,2020-10-01,346,15.39,19,Purchase_Parts,33
S722,721,Supplier_S722,+1-555-511-6400,Germany,,,,Suppliers,80
723,152,PurchasePart_723,S724,2020-10-22,756,37.34,5,Purchase_Parts,81
S724,723,Supplier_S724,+1-555-662-6176,China,,,,Suppliers,85
725,545,PurchasePart_725,S726,2022-08-14,767,49.27,28,Purchase_Parts,46
S726,725,Supplier_S726,+1-555-933-4917,Germany,,,,Suppliers,79
727,607,PurchasePart_727,S728,2020-07-06,963,32.61,1,Purchase_Parts,62
S728,727,Supplier_S728,+1-555-469-2926,China,,,,Suppliers,26
729,239,PurchasePart_729,S730,2021-01-25,559,39.13,10,Purchase_Parts,39
S730,729,Supplier_S730,+1-555-504-9653,USA,,,,Suppliers,22
731,512,PurchasePart_731,S732,2022-12-16,601,30.53,20,Purchase_Parts,24
S732,731,Supplier_S732,+1-555-349-8620,Japan,,,,Suppliers,58
733,477,PurchasePart_733,S734,2023-12-22,198,9.44,27,Purchase_Parts,40
S734,733,Supplier_S734,+1-555-605-1399,UK,,,,Suppliers,20
735,619,PurchasePart_735,S736,2021-06-15,226,8.99,28,Purchase_Parts,27
S736,735,Supplier_S736,+1-555-463-7990,USA,,,,Suppliers,38
737,199,PurchasePart_737,S738,2022-08-15,228,23.86,3,Purchase_Parts,96
S738,737,Supplier_S738,+1-555-451-1536,China,,,,Suppliers,86
739,377,PurchasePart_739,S740,2022-10-04,782,14.79,29,Purchase_Parts,77
S740,739,Supplier_S740,+1-555-139-7511,Japan,,,,Suppliers,16
741,616,PurchasePart_741,S742,2022-04-30,838,27.15,19,Purchase_Parts,42
S742,741,Supplier_S742,+1-555-316-3841,Japan,,,,Suppliers,69
743,316,PurchasePart_743,S744,2020-02-12,699,8.86,17,Purchase_Parts,25
S744,743,Supplier_S744,+1-555-683-2566,Japan,,,,Suppliers,80
745,199,PurchasePart_745,S746,2020-08-12,246,14.35,6,Purchase_Parts,16
S746,745,Supplier_S746,+1-555-621-3087,UK,,,,Suppliers,70
747,477,PurchasePart_747,S748,2023-01-13,985,12.58,5,Purchase_Parts,17
S748,747,Supplier_S748,+1-555-269-7280,Japan,,,,Suppliers,62
749,424,PurchasePart_749,S750,2020-12-09,428,28.49,6,Purchase_Parts,60
S750,749,Supplier_S750,+1-555-876-1702,China,,,,Suppliers,54
751,545,PurchasePart_751,S752,2020-07-19,464,12.81,20,Purchase_Parts,48
S752,751,Supplier_S752,+1-555-569-8821,USA,,,,Suppliers,40
753,316,PurchasePart_753,S754,2020-01-05,155,11.09,12,Purchase_Parts,24
S754,753,Supplier_S754,+1-555-802-1845,USA,,,,Suppliers,70
755,152,PurchasePart_755,S756,2021-02-16,790,29.16,16,Purchase_Parts,80
S756,755,Supplier_S756,+1-555-402-4283,China,,,,Suppliers,27
757,186,PurchasePart_757,S758,2020-05-05,444,39.63,29,Purchase_Parts,73
S758,757,Supplier_S758,+1-555-298-6791,China,,,,Suppliers,69
759,607,PurchasePart_759,S760,2020-04-20,149,27.44,29,Purchase_Parts,40
S760,759,Supplier_S760,+1-555-910-9344,USA,,,,Suppliers,38
761,316,PurchasePart_761,S762,2020-08-25,519,45.82,29,Purchase_Parts,50
S762,761,Supplier_S762,+1-555-132-9530,UK,,,,Suppliers,13
763,607,PurchasePart_763,S764,2021-06-03,576,25.23,14,Purchase_Parts,18
S764,763,Supplier_S764,+1-555-443-6342,China,,,,Suppliers,99
765,611,PurchasePart_765,S766,2022-10-01,851,14.14,27,Purchase_Parts,29
S766,765,Supplier_S766,+1-555-840-9455,China,,,,Suppliers,13
767,214,PurchasePart_767,S768,2022-05-03,360,49.78,11,Purchase_Parts,99
S768,767,Supplier_S768,+1-555-812-7009,UK,,,,Suppliers,68
769,458,PurchasePart_769,S770,2022-06-17,305,21.93,8,Purchase_Parts,62
S770,769,Supplier_S770,+1-555-824-3655,Germany,,,,Suppliers,11
771,377,PurchasePart_771,S772,2020-03-24,367,8.71,3,Purchase_Parts,25
S772,771,Supplier_S772,+1-555-369-2657,China,,,,Suppliers,51
773,607,PurchasePart_773,S774,2022-04-11,354,26.18,5,Purchase_Parts,13
S774,773,Supplier_S774,+1-555-561-9252,Japan,,,,Suppliers,33
775,619,PurchasePart_775,S776,2020-06-29,777,13.72,7,Purchase_Parts,73
S776,775,Supplier_S776,+1-555-760-8442,China,,,,Suppliers,36
777,619,PurchasePart_777,S778,2020-05-04,218,33.97,15,Purchase_Parts,72
S778,777,Supplier_S778,+1-555-589-4671,Japan,,,,Suppliers,84
779,424,PurchasePart_779,S780,2023-03-12,487,9.31,1,Purchase_Parts,76
S780,779,Supplier_S780,+1-555-548-1208,UK,,,,Suppliers,88
781,424,PurchasePart_781,S782,2022-10-04,501,22.84,10,Purchase_Parts,32
S782,781,Supplier_S782,+1-555-913-5112,UK,,,,Suppliers,96
783,511,PurchasePart_783,S784,2020-06-19,102,46.38,3,Purchase_Parts,58
S784,783,Supplier_S784,+1-555-503-8876,Japan,,,,Suppliers,76
785,152,PurchasePart_785,S786,2020-11-30,212,19.78,22,Purchase_Parts,35
S786,785,Supplier_S786,+1-555-195-5411,China,,,,Suppliers,80
787,406,PurchasePart_787,S788,2022-06-06,721,31.67,13,Purchase_Parts,63
S788,787,Supplier_S788,+1-555-774-5244,China,,,,Suppliers,42
789,458,PurchasePart_789,S790,2022-05-20,806,7.32,13,Purchase_Parts,30
S790,789,Supplier_S790,+1-555-328-7886,UK,,,,Suppliers,23
791,431,PurchasePart_791,S792,2021-12-12,357,46.71,25,Purchase_Parts,90
S792,791,Supplier_S792,+1-555-869-4424,Germany,,,,Suppliers,16
793,616,PurchasePart_793,S794,2021-12-05,251,36.97,18,Purchase_Parts,83
S794,793,Supplier_S794,+1-555-113-1550,Germany,,,,Suppliers,96
795,611,PurchasePart_795,S796,2021-09-07,119,36.76,23,Purchase_Parts,27
S796,795,Supplier_S796,+1-555-461-5057,China,,,,Suppliers,17
797,478,PurchasePart_797,S798,2023-10-03,750,33.39,1,Purchase_Parts,19
S798,797,Supplier_S798,+1-555-540-9525,Japan,,,,Suppliers,82
799,431,PurchasePart_799,S800,2022-05-26,430,21.45,17,Purchase_Parts,51
S800,799,Supplier_S800,+1-555-285-9674,Germany,,,,Suppliers,74
801,214,PurchasePart_801,S802,2021-03-06,698,32.6,4,Purchase_Parts,81
S802,801,Supplier_S802,+1-555-271-7615,Germany,,,,Suppliers,72
803,511,PurchasePart_803,S804,2022-10-12,543,49.87,21,Purchase_Parts,87
S804,803,Supplier_S804,+1-555-979-1135,USA,,,,Suppliers,76
805,186,PurchasePart_805,S806,2020-11-29,938,25.85,9,Purchase_Parts,28
S806,805,Supplier_S806,+1-555-141-5366,UK,,,,Suppliers,29
807,610,PurchasePart_807,S808,2021-01-16,918,32.88,15,Purchase_Parts,89
S808,807,Supplier_S808,+1-555-373-3283,USA,,,,Suppliers,42
809,406,PurchasePart_809,S810,2022-04-24,951,11.43,4,Purchase_Parts,40
S810,809,Supplier_S810,+1-555-490-1925,Japan,,,,Suppliers,33
811,505,PurchasePart_811,S812,2021-04-26,781,23.68,12,Purchase_Parts,23
S812,811,Supplier_S812,+1-555-758-3908,Japan,,,,Suppliers,28
813,186,PurchasePart_813,S814,2023-05-29,387,21.45,6,Purchase_Parts,69
S814,813,Supplier_S814,+1-555-288-1192,China,,,,Suppliers,49
815,545,PurchasePart_815,S816,2020-01-16,677,11.58,26,Purchase_Parts,75
S816,815,Supplier_S816,+1-555-514-7936,Germany,,,,Suppliers,38
817,186,PurchasePart_817,S818,2022-07-24,413,16.9,15,Purchase_Parts,87
S818,817,Supplier_S818,+1-555-821-1632,USA,,,,Suppliers,17
819,336,PurchasePart_819,S820,2020-11-25,730,40.02,19,Purchase_Parts,67
S820,819,Supplier_S820,+1-555-383-7123,Germany,,,,Suppliers,65
821,239,PurchasePart_821,S822,2023-02-15,694,44.26,12,Purchase_Parts,91
S822,821,Supplier_S822,+1-555-733-6864,USA,,,,Suppliers,99
823,512,PurchasePart_823,S824,2022-01-30,374,27.66,20,Purchase_Parts,13
S824,823,Supplier_S824,+1-555-767-8483,UK,,,,Suppliers,80
825,620,PurchasePart_825,S826,2021-04-09,134,28.95,11,Purchase_Parts,59
S826,825,Supplier_S826,+1-555-566-2569,Germany,,,,Suppliers,86
827,564,PurchasePart_827,S828,2022-06-03,522,35.71,19,Purchase_Parts,28
S828,827,Supplier_S828,+1-555-846-5801,UK,,,,Suppliers,66
829,186,PurchasePart_829,S830,2020-05-07,520,33.99,20,Purchase_Parts,64
S830,829,Supplier_S830,+1-555-697-9816,Germany,,,,Suppliers,76
831,478,PurchasePart_831,S832,2022-06-29,857,34.71,24,Purchase_Parts,70
S832,831,Supplier_S832,+1-555-123-3450,China,,,,Suppliers,13
833,406,PurchasePart_833,S834,2023-04-11,190,24.93,16,Purchase_Parts,48
S834,833,Supplier_S834,+1-555-573-5786,USA,,,,Suppliers,66
835,616,PurchasePart_835,S836,2020-09-30,428,20.16,20,Purchase_Parts,63
S836,835,Supplier_S836,+1-555-896-9101,China,,,,Suppliers,46
837,199,PurchasePart_837,S838,2023-09-15,505,26.71,19,Purchase_Parts,36
S838,837,Supplier_S838,+1-555-643-9110,USA,,,,Suppliers,73
839,610,PurchasePart_839,S840,2021-04-21,391,35.88,14,Purchase_Parts,81
S840,839,Supplier_S840,+1-555-507-5593,Germany,,,,Suppliers,35
841,424,PurchasePart_841,S842,2021-05-07,462,46.08,21,Purchase_Parts,34
S842,841,Supplier_S842,+1-555-733-1503,China,,,,Suppliers,96
843,620,PurchasePart_843,S844,2022-07-24,477,16.77,28,Purchase_Parts,30
S844,843,Supplier_S844,+1-555-375-5805,USA,,,,Suppliers,34
845,478,PurchasePart_845,S846,2022-10-25,639,10.14,6,Purchase_Parts,32
S846,845,Supplier_S846,+1-555-147-7831,China,,,,Suppliers,40
847,564,PurchasePart_847,S848,2020-03-30,679,29.08,25,Purchase_Parts,63
S848,847,Supplier_S848,+1-555-589-1328,USA,,,,Suppliers,44
849,616,PurchasePart_849,S850,2023-03-15,151,10.4,23,Purchase_Parts,14
S850,849,Supplier_S850,+1-555-702-5942,UK,,,,Suppliers,68
851,611,PurchasePart_851,S852,2023-01-21,443,23.08,27,Purchase_Parts,27
S852,851,Supplier_S852,+1-555-288-4606,Germany,,,,Suppliers,71
853,478,PurchasePart_853,S854,2020-06-16,139,42.51,12,Purchase_Parts,44
S854,853,Supplier_S854,+1-555-966-8502,USA,,,,Suppliers,63
855,564,PurchasePart_855,S856,2020-04-20,769,49.67,5,Purchase_Parts,28
S856,855,Supplier_S856,+1-555-613-5106,Japan,,,,Suppliers,82
857,406,PurchasePart_857,S858,2022-03-06,883,15.73,22,Purchase_Parts,12
S858,857,Supplier_S858,+1-555-369-5693,USA,,,,Suppliers,56
859,186,PurchasePart_859,S860,2022-03-14,634,19.17,27,Purchase_Parts,11
S860,859,Supplier_S860,+1-555-103-6395,China,,,,Suppliers,49
861,545,PurchasePart_861,S862,2020-05-04,713,9.91,17,Purchase_Parts,80
S862,861,Supplier_S862,+1-555-569-3994,USA,,,,Suppliers,71
863,505,PurchasePart_863,S864,2021-09-14,438,25.01,9,Purchase_Parts,22
S864,863,Supplier_S864,+1-555-911-6777,Germany,,,,Suppliers,30
865,406,PurchasePart_865,S866,2022-09-02,624,32.13,16,Purchase_Parts,87
S866,865,Supplier_S866,+1-555-921-8320,Japan,,,,Suppliers,53
867,214,PurchasePart_867,S868,2022-01-30,967,23.98,8,Purchase_Parts,19
S868,867,Supplier_S868,+1-555-145-1586,China,,,,Suppliers,58
869,607,PurchasePart_869,S870,2023-01-18,854,14.18,22,Purchase_Parts,15
S870,869,Supplier_S870,+1-555-222-7043,Japan,,,,Suppliers,16
871,424,PurchasePart_871,S872,2022-12-18,183,47.94,12,Purchase_Parts,33
S872,871,Supplier_S872,+1-555-785-7417,UK,,,,Suppliers,52
873,545,PurchasePart_873,S874,2020-11-04,964,8.25,26,Purchase_Parts,57
S874,873,Supplier_S874,+1-555-913-9976,Germany,,,,Suppliers,59
875,317,PurchasePart_875,S876,2022-09-13,800,7.95,10,Purchase_Parts,70
S876,875,Supplier_S876,+1-555-426-8956,UK,,,,Suppliers,30
877,478,PurchasePart_877,S878,2020-09-27,893,20.75,17,Purchase_Parts,90
S878,877,Supplier_S878,+1-555-445-7596,UK,,,,Suppliers,37
879,377,PurchasePart_879,S880,2023-12-13,774,41.05,24,Purchase_Parts,62
S880,879,Supplier_S880,+1-555-732-4443,Japan,,,,Suppliers,11
881,239,PurchasePart_881,S882,2020-01-30,147,13.48,23,Purchase_Parts,22
S882,881,Supplier_S882,+1-555-137-2405,Germany,,,,Suppliers,57
883,545,PurchasePart_883,S884,2021-09-07,260,48.33,30,Purchase_Parts,12
S884,883,Supplier_S884,+1-555-680-5096,China,,,,Suppliers,26
885,508,PurchasePart_885,S886,2022-08-25,459,10.67,8,Purchase_Parts,51
S886,885,Supplier_S886,+1-555-531-9336,Japan,,,,Suppliers,31
887,239,PurchasePart_887,S888,2023-05-23,282,19.35,20,Purchase_Parts,58
S888,887,Supplier_S888,+1-555-452-5922,Japan,,,,Suppliers,42
889,431,PurchasePart_889,S890,2023-10-10,851,11.91,11,Purchase_Parts,22
S890,889,Supplier_S890,+1-555-766-6735,Japan,,,,Suppliers,22
891,619,PurchasePart_891,S892,2020-08-25,267,18.21,11,Purchase_Parts,60
S892,891,Supplier_S892,+1-555-545-5973,USA,,,,Suppliers,46
893,317,PurchasePart_893,S894,2020-08-14,884,39.4,4,Purchase_Parts,25
S894,893,Supplier_S894,+1-555-237-3936,China,,,,Suppliers,12
895,511,PurchasePart_895,S896,2021-01-06,265,16.79,18,Purchase_Parts,70
S896,895,Supplier_S896,+1-555-649-8751,Japan,,,,Suppliers,16
897,199,PurchasePart_897,S898,2021-04-15,557,47.52,20,Purchase_Parts,42
S898,897,Supplier_S898,+1-555-424-8471,USA,,,,Suppliers,32
899,616,PurchasePart_899,S900,2020-06-08,930,26.68,1,Purchase_Parts,23
S900,899,Supplier_S900,+1-555-210-4061,China,,,,Suppliers,59
901,620,PurchasePart_901,S902,2022-01-29,309,25.46,9,Purchase_Parts,62
S902,901,Supplier_S902,+1-555-665-6685,Japan,,,,Suppliers,52
903,336,PurchasePart_903,S904,2022-04-08,419,6.08,8,Purchase_Parts,80
S904,903,Supplier_S904,+1-555-739-7521,UK,,,,Suppliers,93
905,377,PurchasePart_905,S906,2020-04-11,194,36.48,29,Purchase_Parts,17
S906,905,Supplier_S906,+1-555-190-7952,USA,,,,Suppliers,50
907,424,PurchasePart_907,S908,2020-07-04,281,10.68,23,Purchase_Parts,56
S908,907,Supplier_S908,+1-555-785-8589,China,,,,Suppliers,35
909,152,PurchasePart_909,S910,2020-09-05,959,38.06,6,Purchase_Parts,17
S910,909,Supplier_S910,+1-555-200-3085,Germany,,,,Suppliers,91
911,406,PurchasePart_911,S912,2021-03-02,444,34.15,17,Purchase_Parts,33
S912,911,Supplier_S912,+1-555-397-5895,China,,,,Suppliers,71
913,239,PurchasePart_913,S914,2023-08-02,623,7.23,4,Purchase_Parts,40
S914,913,Supplier_S914,+1-555-577-1189,Japan,,,,Suppliers,90
915,611,PurchasePart_915,S916,2023-05-21,649,36.48,26,Purchase_Parts,48
S916,915,Supplier_S916,+1-555-336-5780,Germany,,,,Suppliers,20
917,415,PurchasePart_917,S918,2020-10-08,157,49.81,11,Purchase_Parts,22
S918,917,Supplier_S918,+1-555-722-3797,China,,,,Suppliers,80
919,377,PurchasePart_919,S920,2023-03-15,390,33.64,18,Purchase_Parts,42
S920,919,Supplier_S920,+1-555-841-5802,Japan,,,,Suppliers,38
921,477,PurchasePart_921,S922,2021-12-30,301,19.23,15,Purchase_Parts,46
S922,921,Supplier_S922,+1-555-437-1261,China,,,,Suppliers,34
923,415,PurchasePart_923,S924,2023-11-13,857,27.6,14,Purchase_Parts,23
S924,923,Supplier_S924,+1-555-503-1274,Germany,,,,Suppliers,75
925,316,PurchasePart_925,S926,2023-10-03,518,38.26,23,Purchase_Parts,12
S926,925,Supplier_S926,+1-555-503-7737,Germany,,,,Suppliers,82
927,505,PurchasePart_927,S928,2020-06-21,406,34.3,21,Purchase_Parts,37
S928,927,Supplier_S928,+1-555-306-1558,Japan,,,,Suppliers,62
929,186,PurchasePart_929,S930,2023-09-12,505,7.44,20,Purchase_Parts,34
S930,929,Supplier_S930,+1-555-616-1576,Germany,,,,Suppliers,75
931,214,PurchasePart_931,S932,2020-02-09,136,18.97,1,Purchase_Parts,45
S932,931,Supplier_S932,+1-555-624-8649,USA,,,,Suppliers,31
933,415,PurchasePart_933,S934,2023-12-30,598,22.22,2,Purchase_Parts,46
S934,933,Supplier_S934,+1-555-182-6949,UK,,,,Suppliers,56
935,199,PurchasePart_935,S936,2020-05-10,807,5.06,6,Purchase_Parts,78
S936,935,Supplier_S936,+1-555-151-7421,Japan,,,,Suppliers,10
937,239,PurchasePart_937,S938,2023-02-23,622,6.72,12,Purchase_Parts,41
S938,937,Supplier_S938,+1-555-450-3057,China,,,,Suppliers,90
939,611,PurchasePart_939,S940,2023-05-20,994,46.49,2,Purchase_Parts,51
S940,939,Supplier_S940,+1-555-491-6562,UK,,,,Suppliers,77
941,477,PurchasePart_941,S942,2023-05-31,623,45.72,5,Purchase_Parts,61
S942,941,Supplier_S942,+1-555-571-3124,USA,,,,Suppliers,63
943,478,PurchasePart_943,S944,2022-01-26,146,40.47,13,Purchase_Parts,75
S944,943,Supplier_S944,+1-555-191-1845,UK,,,,Suppliers,33
945,431,PurchasePart_945,S946,2020-08-04,722,16.66,2,Purchase_Parts,96
S946,945,Supplier_S946,+1-555-533-1880,Japan,,,,Suppliers,42
947,478,PurchasePart_947,S948,2020-09-15,120,5.47,18,Purchase_Parts,10
S948,947,Supplier_S948,+1-555-752-9611,China,,,,Suppliers,100
949,199,PurchasePart_949,S950,2021-11-18,289,20.18,3,Purchase_Parts,97
S950,949,Supplier_S950,+1-555-735-8322,USA,,,,Suppliers,47
951,611,PurchasePart_951,S952,2023-09-05,783,31.56,23,Purchase_Parts,65
S952,951,Supplier_S952,+1-555-328-5617,USA,,,,Suppliers,86
953,564,PurchasePart_953,S954,2023-09-01,884,18.92,18,Purchase_Parts,35
S954,953,Supplier_S954,+1-555-791-9542,UK,,,,Suppliers,30
955,214,PurchasePart_955,S956,2022-12-30,937,24.16,22,Purchase_Parts,61
S956,955,Supplier_S956,+1-555-530-4948,USA,,,,Suppliers,22
957,458,PurchasePart_957,S958,2020-12-11,216,39.96,2,Purchase_Parts,65
S958,957,Supplier_S958,+1-555-345-6016,China,,,,Suppliers,94
959,406,PurchasePart_959,S960,2023-09-18,659,19.16,9,Purchase_Parts,92
S960,959,Supplier_S960,+1-555-450-7346,Germany,,,,Suppliers,81
961,458,PurchasePart_961,S962,2020-02-25,137,12.96,15,Purchase_Parts,29
S962,961,Supplier_S962,+1-555-649-6105,USA,,,,Suppliers,71
963,406,PurchasePart_963,S964,2020-09-02,198,38.2,30,Purchase_Parts,86
S964,963,Supplier_S964,+1-555-538-1074,Japan,,,,Suppliers,80
965,477,PurchasePart_965,S966,2020-01-31,202,34.37,5,Purchase_Parts,28
S966,965,Supplier_S966,+1-555-357-7350,China,,,,Suppliers,37
967,512,PurchasePart_967,S968,2021-12-28,754,8.12,3,Purchase_Parts,88
S968,967,Supplier_S968,+1-555-481-5625,China,,,,Suppliers,33
969,406,PurchasePart_969,S970,2020-12-25,514,39.48,21,Purchase_Parts,33
S970,969,Supplier_S970,+1-555-993-6626,UK,,,,Suppliers,83
971,477,PurchasePart_971,S972,2022-08-14,116,24.85,16,Purchase_Parts,76
